ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
2002,PONTI,FIREB,6,3788,"263,5"
2003,AUDI,TT,,1787,"259,75"
2003,CHRYS,PTCRU,6,2427,"267,5"
2003,FORD,EXCUR,,6806,"306,207013238137"
2003,FORD,F250,8,6000,"306,207013238137"
2003,LANDR,DEFEN,5,2400,"410,463768115942"
2003,NISSA,X-TRA,4,1998,"253,57234909188"
2003,PONTI,GRAND,6,3400,239
2004,ACURA,TL,4,3231,"233,819233206589"
2004,DODGE,DURAN,8,5700,398
2004,HONDA,CIVIC,4,1345,133
2004,HONDA,CIVIC,6,1673,"186,5"
2004,JAGUA,S-TYP,8,4198,308
2004,MERCE,C,4,1800,237
2004,MERCE,G,8,5002,442
2004,TOYOT,MATRI,4,1800,"206,916852517243"
2005,AUDI,A4,4,2985,"246,142857142857"
2005,AUDI,A8,9,6002,299
2005,AUDI,ALLRO,6,2673,323
2005,CHEVR,AVEO,5,1607,207
2005,CHEVR,EPICA,6,2500,262
2005,CHEVR,MALIB,4,2200,223
2005,FORD,FREES,6,3000,"277,5"
2005,KIA,OPTIM,4,2361,"267,841188184534"
2005,MITSU,LANCE,4,2400,"241,5"
2005,NISSA,SENTR,,1771,199
2005,SATUR,L300,,3001,258
2005,SUZUK,AERIO,4,,"225,8"
2005,VOLKS,JETTA,5,2476,"239,875"
2006,DODGE,CHARG,6,2700,258
2006,FORD,RANGE,6,4000,"331,25"
2006,HONDA,PILOT,,3493,317
2006,KIA,SPORT,6,2700,284
2006,MERCE,C,6,3000,266
2006,TOYOT,RAV4,6,3500,255
2006,VOLKS,NEWBE,6,2476,"239,75"
2007,BUICK,LACRO,6,3608,"269,207218419415"
2007,CHEVR,SILVE,8,6600,"372,5"
2007,HYUND,ENTOU,4,3772,294
2007,HYUND,VERAC,6,3800,306
2007,MERCE,SLK,8,5444,331
2007,TOYOT,YARIS,,1509,"171,5"
2008,ACURA,TL,6,3500,263
2008,BMW,128,9,3001,"247,25"
2008,CHEVR,IMPAL,6,3900,244
2008,DODGE,GRAND,6,,283
2008,INFIN,FX45,8,4510,373
2008,JEEP,COMMA,6,3706,336
2008,MAZDA,RX8,9,1312,291
2008,MERCE,S,8,5510,"332,5"
2008,TOYOT,SIENN,6,3500,"285,5"
2009,CHEVR,COBAL,,2197,"206,166666666667"
2009,CHEVR,TAHOE,8,6002,262
2009,FORD,CROWN,8,4600,284
2009,TOYOT,TACOM,6,2689,"321,333333333333"
2009,VOLKS,TIGUA,4,2000,"260,666666666667"
2010,BMW,328,6,3000,257
2010,CADIL,CTS,6,3600,261
2010,FORD,TRANS,4,2000,235
2010,HYUND,SONAT,4,2400,215
2010,MERCU,MARIN,4,2509,"227,909991240218"
2010,SUBAR,OUTBA,4,3608,"231,4"
2010,VOLKS,TIGUA,4,2000,"260,666666666667"
2011,CHEVR,AVEO,8,1607,"186,5"
2011,CHEVR,IMPAL,6,3500,"229,5"
2011,FORD,F150,6,3500,"303,25"
2011,FORD,F150,6,3700,290
2011,FORD,F150,8,6200,407
2011,HYUND,TUCSO,5,2361,"230,5"
2011,LEXUS,ES,6,3500,244
2011,LEXUS,GS,6,3509,"242,333333333333"
2011,MAZDA,6,9,2493,267
2011,MERCE,ML,8,6199,453
2012,BMW,M5,8,4395,"248,879621413783"
2012,CHEVR,CRUZE,,1394,174
2012,CHEVR,MALIB,6,3608,271
2012,CHRYS,200,4,2400,"233,75"
2012,CHRYS,200,6,,236
2012,HYUND,ACCEN,9,1607,170
2012,HYUND,TUCSO,6,2361,229
2012,HYUND,VERAC,6,3800,291
2012,LINCO,MKZ,6,3500,"269,5"
2012,MERCE,GLK,6,3500,298
2012,MITSU,LANCE,4,2400,216
2012,MITSU,RVR,,2001,"206,333333333333"
2012,SUBAR,LEGAC,4,2500,"239,333333333333"
2012,TOYOT,IQ,4,1300,"194,614547304171"
2012,VOLKS,GTI,4,2000,215
2013,DODGE,CHARG,8,6396,317
2013,FORD,F450,8,6707,"212,007049852817"
2013,FORD,FUSIO,4,1600,40
2013,HYUND,GENES,4,2000,"226,5"
2013,MITSU,OUTLA,6,3000,253
2013,NISSA,ALTIM,6,,214
2013,SUBAR,OUTBA,,2460,"216,5"
2013,TOYOT,COROL,6,1804,"188,5"
2013,VOLKS,TIGUA,,1984,"245,666666666667"
2014,BMW,Z4,6,3001,"269,666666666667"
2014,CHEVR,MALIB,4,2001,228
2014,DODGE,JOURN,4,2400,255
2014,FORD,ESCAP,,2001,"225,5"
2014,FORD,MUSTA,8,5805,304
2014,GMC,SIERR,8,5300,"284,5"
2014,HONDA,CR-V,3,2394,"212,5"
2014,HYUND,SANTA,,2361,246
2014,MERCE,GLK,4,2100,230
2014,MERCE,ML,8,5428,356
2014,TOYOT,TC,4,2500,"186,824840405904"
2015,HYUND,ELANT,4,,"184,166666666667"
2015,MERCE,S,4,5500,248
2015,PORSC,PANAM,6,3001,71
2016,CHEVR,EXPRE,8,6002,453
2016,INFIN,QX50,5,3706,279
2016,LINCO,NAVIG,6,3509,"336,5"
2016,SUBAR,FORES,4,2500,"215,5"
2016,SUBAR,IMPRE,,2001,187
2016,VOLKS,PASSA,4,3591,188
2016,VOLVO,V60,4,2001,212
2017,DODGE,CHALL,8,6199,"345,5"
2017,DODGE,CHARG,8,6396,"320,5"
2017,FORD,ESCAP,4,1500,220
2017,INFIN,QX60,6,3500,"251,5"
2017,JAGUA,XJL,6,3001,280
2017,LEXUS,IS,4,2001,214
2017,MASER,QUATT,6,3001,"300,5"
2017,MAZDA,CX-3,,2000,"185,5"
2017,MERCE,G,8,3985,401
2017,NISSA,TITAN,8,5600,320
2017,RAM,3500,8,6396,"329,599251109467"
2017,VOLKS,TIGUA,6,1984,"259,5"
2017,VOLVO,V90,4,2000,"214,666666666667"
2018,JAGUA,XJ,6,3001,276
2018,KIA,RIO,,1600,176
2018,MERCE,SL,8,5461,275
2018,VOLKS,PASSA,4,1787,188
2019,BMW,X3,6,3000,245
2019,CHEVR,SUBUR,8,6199,340
2019,GMC,TERRA,4,1607,199
2019,KIA,SPORT,4,2001,263
2019,LANDR,RANGE,4,3001,"233,25"
2019,LINCO,NAUTI,4,2700,259
2019,LINCO,NAUTI,6,2700,259
2019,MAZDA,CX-5,4,2488,"212,4"
2019,MERCE,CLA,4,2001,"198,5"
1926,FORD,,4,,"482,664"
1946,CHEVR,,6,,"421,944"
1955,FORD,,8,,"394,62"
1955,MERCE,,6,,"394,62"
1956,WILLY,,6,,"391,584"
1960,MG,,4,,"379,44"
1961,CADIL,DEVIL,8,,"376,404"
1964,AUSTI,,4,,"367,296"
1965,VOLKS,BEETL,4,,"364,26"
1966,,,4,,"361,224"
1966,,,8,,"361,224"
1966,CHRYS,,8,,"361,224"
1968,CHEVR,C10,8,,"355,152"
1968,FORD,LTD,8,,"355,152"
1968,PLYMO,FURY,6,,"355,152"
1969,MERCE,280,6,,"352,116"
1970,VOLKS,CABRI,4,,"349,08"
1971,CHEVR,,8,,"346,044"
1971,DODGE,,6,,"346,044"
1971,TRIUM,,6,,"346,044"
1972,CHEVR,NOVA,6,,"343,008"
1973,CADIL,DEVIL,8,,"339,972"
1973,FIAT,,4,,"339,972"
1973,PLYMO,BARRA,8,,"339,972"
1974,CHEVR,MONTE,8,,"336,936"
1976,AMER,,6,,"330,864"
1976,DATSU,280Z,6,,"330,864"
1976,DODGE,,8,,"330,864"
1976,FORD,MAVER,6,,"330,864"
1976,JEEP,,6,,"330,864"
1976,MERCE,,8,,"330,864"
1976,MERCU,COMET,8,,"330,864"
1977,CHRYS,NEWYO,8,,"327,828"
1977,DODGE,D100,8,,"327,828"
1977,HONDA,CIVIC,4,,"327,828"
1977,VOLKS,WESTF,4,,"327,828"
1978,AUSTI,MINI,4,,"324,792"
1978,CHEVR,,6,,"324,792"
1978,DODGE,,8,,"324,792"
1978,FORD,LTD,8,,"324,792"
1978,PONTI,SUNBI,6,,"324,792"
1979,CHEVR,G20,8,,"321,756"
1979,GMC,,6,,"321,756"
1979,GMC,PICKU,8,,"321,756"
1979,JEEP,CJ5,6,,"321,756"
1979,TOYOT,LANDC,6,,"321,756"
1980,CHEVR,PICKU,6,,"318,72"
1981,CHEVR,K20,8,5740,"315,684"
1981,DATSU,280ZX,6,2755,"315,684"
1981,GMC,C3500,8,7445,"315,684"
1982,DODGE,D-SER,8,5215,"312,648"
1982,GMC,C1500,8,6215,"312,648"
1982,TOYOT,COROL,4,1771,"312,648"
1983,BUICK,RIVIE,8,5034,"309,612"
1983,VOLKS,RABBI,4,1787,"309,612"
1984,CADIL,DEVIL,8,4100,"306,576"
1984,CHEVR,BLAZE,8,6215,"306,576"
1984,DODGE,RAM,6,3690,"306,576"
1984,FORD,F250,8,7544,"306,576"
1984,MERCE,500,8,4985,"306,576"
1984,PORSC,911,6,3200,"306,576"
1984,VOLVO,242,4,2132,"306,576"
1985,BMW,325,6,2689,"303,54"
1985,MERCE,,4,,"303,54"
1986,CHEVR,C10,8,6215,"300,504"
1986,DODGE,W-SER,8,5215,"300,504"
1986,GMC,K1500,8,6215,"300,504"
1986,JEEP,CHERO,4,2460,"300,504"
1986,LOTUS,ESPRI,4,,"300,504"
1986,MAZDA,RX7,6,1312,"300,504"
1986,TOYOT,SUPRA,6,2755,"300,504"
1987,CHEVR,CAVAL,6,2837,"297,468"
1987,FERRA,328,8,3181,"297,468"
1987,NISSA,SENTR,4,1591,"297,468"
1988,,,4,,"294,432"
1988,CHEVR,V30,8,5740,"294,432"
1988,DODGE,ARIES,4,2214,"294,432"
1988,HONDA,PRELU,4,1951,"294,432"
1988,MAZDA,RX7,4,1312,"294,432"
1988,PONTI,FIERO,6,2837,"294,432"
1988,PONTI,FIREB,6,2837,"294,432"
1988,PONTI,FIREB,8,5740,"294,432"
1989,BUICK,REGAL,6,3132,"291,396"
1989,OLDSM,DELTA,6,3788,"291,396"
1989,PORSC,944,4,3001,"291,396"
1990,BUICK,ELECT,6,3788,"288,36"
1990,CHEVR,BERET,6,3132,"288,36"
1990,FORD,F150,8,5756,"288,36"
1990,PONTI,TRANS,6,3132,"288,36"
1990,PORSC,944,4,3001,"288,36"
1991,MAZDA,MX-6,4,2181,"285,324"
1992,CHEVR,G10,8,5002,"282,288"
1992,MERCE,MB100,4,,"282,288"
1992,NISSA,,3,,"282,288"
1992,PONTI,TRANS,6,3132,"282,288"
1992,PONTI,TRANS,6,3788,"282,288"
1993,CHEVR,G20,8,5002,"279,251999999999"
1993,CHRYS,NEWYO,6,3772,"279,251999999999"
1993,NISSA,PATHF,6,2968,"279,251999999999"
1993,TOYOT,MR2,4,2001,"279,251999999999"
1994,BMW,320,6,1984,"276,216"
1994,DODGE,CARAV,6,2968,"276,216"
1994,FORD,ECONO,8,4952,"276,216"
1994,NISSA,ALTIM,4,2394,"276,216"
1995,BMW,750,,5379,370
1995,CHEVR,G30,8,6510,"419,5"
1995,DODGE,STRAT,4,2001,212
1995,GMC,RALLY,8,5740,349
1996,CHRYS,CIRRU,6,2493,"276,862676056338"
1996,DODGE,RAM,,5215,"416,6875"
1996,DODGE,RAM,6,3919,374
1996,MERCE,C,4,2804,237
1996,SUBAR,LEGAC,4,2214,246
1996,TOYOT,T100,6,3378,333
1997,CADIL,CATER,6,2968,290
1997,DODGE,RAM,6,5215,"360,4"
1997,FORD,F150,6,5412,"334,25"
1997,FORD,F350,6,7281,"318,775063021136"
1997,FORD,RANGE,,4018,"323,75"
1997,INFIN,I30,6,2985,258
1997,MERCE,S,8,4969,"343,5"
1997,PONTI,FIREB,6,3788,"270,5"
1997,SUZUK,ESTEE,4,1591,192
1997,VOLVO,960,6,2919,"268,722222222222"
1998,BMW,750,9,5379,359
1998,CHEVR,CAMAR,6,3788,"265,5"
1998,CHRYS,SEBRI,4,2427,248
1998,GMC,SIERR,6,5740,"347,25"
1998,LANDR,DEFEN,8,2495,"404,2"
1998,MERCE,CL,8,4969,393
1998,PONTI,GRAND,4,3132,237
1999,ACURA,2.3CL,4,2263,"233,5"
1999,CHEVR,EXPRE,8,6510,"255,451131141745"
1999,DODGE,CARAV,6,3000,283
1999,GMC,SAVAN,6,4297,"338,75"
1999,OLDSM,88,6,3788,"271,363057324841"
1999,TOYOT,TERCE,,1492,"192,666666666667"
2000,CHEVR,CORVE,8,5740,293
2000,DODGE,DURAN,8,5904,444
2000,DODGE,INTRE,6,3526,"347,502045419194"
2000,FORD,ECONO,8,5412,"318,277164852408"
2000,FORD,F250,6,7281,"318,277164852408"
2000,GMC,SAVAN,8,6510,"339,963165075034"
2000,HONDA,CR-V,6,1968,267
2000,HONDA,INSIG,4,1000,104
2000,JAGUA,XK8,8,4001,305
2000,MAZDA,B4000,4,4018,"343,5"
2000,TOYOT,CAMRY,6,2165,"266,25"
2000,VOLVO,V70,5,2400,267
2001,CHEVR,EXPRE,8,8134,"258,542216546047"
2001,CHEVR,TRACK,6,2493,252
2001,DODGE,STRAT,4,2427,"353,965559665925"
2001,LINCO,NAVIG,8,5412,449
2001,PONTI,GRAND,6,3132,258
2001,TOYOT,RAV4,4,2000,251
2002,GMC,YUKON,8,8134,"348,079844206426"
2002,HYUND,SONAT,4,2657,244
2002,MITSU,ECLIP,6,2968,"253,294016216934"
2003,CHEVR,S,6,4300,"264,042382721777"
2003,JAGUA,S-TYP,8,4198,308
2003,PONTI,VIBE,4,1800,207
2004,AC,ARTIS,8,,"248,798565700175"
2004,AUDI,A6,8,4182,304
2004,BUICK,CENTU,4,3099,255
2004,BUICK,RENDE,6,3608,292
2004,CHEVR,COLOR,5,2804,"301,75"
2004,CHEVR,SILVE,8,6000,"253,309558555272"
2004,HONDA,ELEME,4,2400,263
2004,HYUND,TIBUR,6,1984,277
2004,KIA,AMANT,6,3500,308
2004,LAMBO,MURCI,,6199,"248,798565700175"
2004,MITSU,DIAMA,6,3493,301
2004,PONTI,GRAND,,2197,"217,5"
2005,ACURA,TSX,4,2400,"243,5"
2005,CHEVR,COBAL,5,2197,"228,25"
2005,GMC,W3500,4,5198,"336,657951732673"
2005,LANDR,LR3,6,4001,375
2005,MASER,QUATT,8,4198,435
2005,MERCE,SLR,,5510,407
2005,PONTI,PURSU,4,2200,"219,5"
2005,SATUR,RELAY,6,3500,304
2005,SUBAR,BAJA,4,2493,"255,5"
2005,TOYOT,CAMRY,6,2361,258
2005,VOLKS,NEWBE,4,2000,"235,75"
2006,ACURA,CSX,4,2000,212
2006,CHRYS,TOWN,6,3800,297
2006,FERRA,612,8,5700,"468,5"
2006,HONDA,CIVIC,6,1804,"188,5"
2006,PONTI,GRAND,8,5300,281
2006,SUBAR,IMPRE,3,2493,263
2007,AUDI,A6,8,4165,294
2007,BUICK,LUCER,8,4608,304
2007,HYUND,SANTA,4,3345,"285,5"
2007,JAGUA,XJ8,8,4198,281
2007,NISSA,SENTR,,2001,"196,5"
2007,PORSC,BOXST,6,3395,262
2007,VOLVO,XC90,6,3200,321
2008,CHEVR,COBAL,4,2400,214
2008,CHRYS,TOWN,6,3800,294
2008,DODGE,GRAND,,3296,272
2008,GMC,CANYO,5,3700,"322,5"
2008,HONDA,PILOT,6,3500,307
2008,JAGUA,S-TYP,6,3001,271
2008,MERCE,ML,8,5510,361
2009,FORD,MUSTA,8,4600,306
2009,HYUND,ELANT,5,1984,"201,75"
2009,MINI,COOPE,4,1600,186
2009,PORSC,BOXST,6,2706,"328,847120418848"
2009,SATUR,SKY,4,2001,246
2009,VOLKS,RABBI,,2476,239
2009,VOLKS,TIGUA,,1984,"260,666666666667"
2009,VOLKS,TIGUA,5,1984,"260,666666666667"
2010,ACURA,TL,6,3700,"270,5"
2010,JEEP,COMPA,4,2400,230
2010,KIA,SPORT,4,2000,"248,666666666667"
2010,SMART,FORTW,4,1000,150
2010,TOYOT,SEQUO,8,4608,359
2010,VOLVO,XC70,6,3200,304
2011,AUDI,R8,9,5215,"394,5"
2011,FORD,F150,6,5002,290
2011,GMC,SIERR,6,5297,"334,5"
2011,INFIN,QX56,8,5608,345
2011,JEEP,COMPA,4,2400,226
2011,SUBAR,TRIBE,6,3600,301
2011,VOLVO,S80,6,3001,255
2012,CHRYS,TOWN,6,3600,"266,5"
2012,FERRA,FF,,6264,"209,507639769004"
2012,FORD,F150,8,5000,"315,375"
2012,KIA,SOREN,6,3500,"254,5"
2012,KIA,SPORT,6,2361,"231,666666666667"
2013,BMW,650,8,4395,"286,666666666667"
2013,BUICK,LACRO,4,2394,189
2013,BUICK,REGAL,4,2394,189
2013,CHEVR,EXPRE,6,4297,322
2013,FORD,C-MAX,,2001,40
2013,FORD,EXPLO,5,3509,"270,75"
2013,FORD,EXPLO,6,3706,"270,75"
2013,GMC,TERRA,4,2400,"219,5"
2013,NISSA,QUEST,6,3500,255
2013,TOYOT,TACOM,6,4000,"307,333333333333"
2013,VOLKS,PASSA,,2476,223
2014,,,8,4600,"209,343967760546"
2014,ACURA,MDX,5,3509,255
2014,FERRA,CALIF,8,4297,"209,343967760546"
2014,NISSA,NV,6,4001,"186,417677266735"
2014,VOLKS,TIGUA,,1984,253
2015,AUDI,S6,8,4001,269
2015,BENTL,CONTI,9,6002,312
2015,DODGE,GRAND,,3608,"266,5"
2015,FERRA,458,8,4510,"204,874610140885"
2015,HYUND,ACCEN,4,1804,176
2015,HYUND,SANTA,4,3296,246
2015,LEXUS,RX,6,3500,"237,666666666667"
2015,PORSC,911,6,3395,"243,1"
2015,PORSC,PANAM,8,4805,71
2015,SUBAR,XVCRO,4,2000,"189,333333333333"
2015,TOYOT,HIGHL,,3509,"227,75"
2015,TOYOT,TACOM,9,4001,"310,333333333333"
2016,FORD,F150,3,5002,"288,875"
2016,HYUND,EQUUS,8,5034,312
2016,HYUND,SANTA,6,,"276,333333333333"
2016,PORSC,911,6,4001,334
2016,SUBAR,LEGAC,4,3608,"202,5"
2017,AUDI,Q7,6,3000,260
2017,GMC,SIERR,4,5297,"287,75"
2017,JEEP,RENEG,4,1394,210
2017,LEXUS,LX,8,5707,372
2017,MAZDA,CX-9,6,2493,"233,5"
2017,NISSA,ROGUE,6,2509,"197,5"
2018,FORD,MUSTA,8,5000,"298,666666666667"
2018,MERCE,,8,3985,"157,17146311238"
2018,PORSC,PANAM,8,4805,267
2019,BUICK,REGAL,4,2001,"220,5"
2019,FORD,FLEX,6,3509,"307,666666666667"
2019,FORD,FUSIO,4,2001,"30,5"
2019,GMC,CANYO,4,2460,257
2019,KIA,STING,4,2000,229
2019,PORSC,911,6,4001,339
2019,VOLKS,BEETL,4,1984,191
2019,VOLVO,V90,4,2001,226
1937,FORD,,6,,"449,268"
1937,FORD,,8,,"449,268"
1951,DODGE,,8,,"406,764"
1952,JEEP,,4,,"403,728"
1960,FORD,THUND,8,,"379,44"
1964,INTER,,6,,"367,296"
1964,JEEP,,8,,"367,296"
1964,MG,MIDGE,4,,"367,296"
1965,,,4,,"364,26"
1965,FORD,THUND,8,,"364,26"
1966,CHEVR,IMPAL,6,,"361,224"
1966,CHEVR,IMPAL,8,,"361,224"
1966,PLYMO,,8,,"361,224"
1967,CHEVR,PICKU,8,,"358,188"
1967,DODGE,DART,6,,"358,188"
1967,MERCU,COUGA,8,,"358,188"
1968,BUICK,RIVIE,8,,"355,152"
1968,CITRO,2CV,,,"355,152"
1969,BUICK,SKYLA,8,,"352,116"
1971,MERCU,MARQU,8,,"346,044"
1971,VOLKS,KARMA,4,,"346,044"
1972,DATSU,240Z,6,,"343,008"
1972,GMC,PICKU,8,,"343,008"
1973,CHEVR,NOVA,8,,"339,972"
1973,PONTI,PARIS,8,,"339,972"
1974,CITRO,2CV,,,"336,936"
1975,PONTI,PARIS,8,,"333,9"
1975,VOLKS,,4,,"333,9"
1976,CHEVR,CAMAR,8,,"330,864"
1976,JEEP,CHERO,6,,"330,864"
1976,MERCE,450,8,,"330,864"
1977,FORD,MUSTA,4,,"327,828"
1977,VOLKS,CAMPE,4,,"327,828"
1978,DODGE,TRADE,8,,"324,792"
1978,FORD,F150,8,,"324,792"
1979,CHEVR,K20,8,,"321,756"
1979,DODGE,D100,8,,"321,756"
1979,TOYOT,,4,,"321,756"
1980,AUSTI,MINI,4,,"318,72"
1980,OLDSM,CUTLA,8,,"318,72"
1981,CHEVR,C30,6,4789,"315,684"
1981,CHEVR,CAMAR,8,5002,"315,684"
1981,FERRA,,8,,"315,684"
1981,FORD,GRANA,6,3280,"315,684"
1981,GMC,C1500,8,5002,"315,684"
1982,CHEVR,C10,8,5002,"312,648"
1982,TOYOT,PICKU,4,2197,"312,648"
1983,CHEVR,K20,8,6215,"309,612"
1983,GMC,VANDU,6,4100,"309,612"
1983,MAZDA,RX7,4,1148,"309,612"
1983,OLDSM,98,8,5034,"309,612"
1984,BUICK,ELECT,8,5034,"306,576"
1984,PONTI,ACADI,4,1607,"306,576"
1984,PONTI,GRAND,8,5002,"306,576"
1985,CADIL,SEVIL,8,4083,"303,54"
1985,DODGE,RAM,8,5904,"303,54"
1985,DODGE,W-SER,8,5904,"303,54"
1985,HONDA,,4,,"303,54"
1985,PONTI,GRAND,6,3788,"303,54"
1985,VOLKS,VANAG,4,,"303,54"
1986,BOMBA,ILTIS,4,,"300,504"
1986,CHEVR,VAN,8,5002,"300,504"
1986,CHEVR,VAN,8,6215,"300,504"
1986,FORD,ECONO,6,4920,"300,504"
1986,PONTI,6000,6,2837,"300,504"
1987,FERRA,TESTA,8,4952,"297,468"
1987,FORD,AEROS,6,2985,"297,468"
1987,MAZDA,B2200,4,2181,"297,468"
1987,PONTI,SUNBI,4,1984,"297,468"
1987,TOYOT,LAND,6,3952,"297,468"
1988,BUICK,SKYLA,6,2968,"294,432"
1988,FORD,F150,6,4900,"294,432"
1988,GMC,V35,8,5740,"294,432"
1988,HONDA,CIVIC,4,1591,"294,432"
1988,MERCE,560,8,,"294,432"
1988,NISSA,D21,4,2394,"294,432"
1988,NISSA,SILVI,4,,"294,432"
1988,PLYMO,RELIA,4,2214,"294,432"
1989,CHEVR,BLAZE,6,4297,"291,396"
1989,ISUZU,CONVE,4,2558,"291,396"
1989,MERCE,260,6,2607,"291,396"
1990,CHEVR,CORSI,6,3132,"288,36"
1990,JAGUA,XJS,,5346,"288,36"
1990,LINCO,MARK,8,4952,"288,36"
1990,LINCO,TOWN,8,4952,"288,36"
1991,DODGE,W-SER,8,5215,"285,324"
1991,MITSU,GALAN,4,2001,"285,324"
1991,SUZUK,CARRY,3,660,"285,324"
1992,CADIL,BROUG,8,5740,"282,288"
1992,CHEVR,CAPRI,8,5002,"282,288"
1992,FORD,F,8,7281,"282,288"
1992,JEEP,COMAN,6,3969,"282,288"
1993,ASUNA,SUNRU,4,1591,"279,251999999999"
1993,LEXUS,SC,8,3969,"279,251999999999"
1994,BUICK,SKYLA,6,3132,"276,216"
1994,DODGE,SHADO,4,2214,"276,216"
1994,DODGE,VIPER,,8003,"276,216"
1994,MAZDA,RX7,9,1312,"276,216"
1994,MITSU,LANCE,4,,"276,216"
1994,NISSA,QUEST,6,2968,"276,216"
1994,SAAB,900,4,1984,"276,216"
1995,DODGE,NEON,4,2001,"210,5"
1995,DODGE,SPIRI,4,2509,246
1995,GMC,SUBUR,8,6510,349
1995,GMC,VANDU,8,5002,349
1995,HONDA,ODYSS,4,2200,276
1996,GMC,SUBUR,8,6510,339
1996,GMC,VANDU,8,7445,339
1996,HONDA,PRELU,4,2263,"247,666666666667"
1997,CHEVR,MONTE,6,3132,262
1997,CHRYS,TOWN,6,3772,321
1997,FORD,F250,8,5756,"395,5"
1997,INFIN,QX4,6,3296,361
1997,ISUZU,HOMBR,4,2181,"253,5"
1997,JEEP,WRANG,6,2460,"347,226635514019"
1998,CHEVR,CAVAL,,2181,"234,666666666667"
1998,CHEVR,EXPRE,8,4297,"266,991622574955"
1998,HONDA,CIVIC,6,1591,"196,75"
1999,BMW,540,8,4395,"310,333333333333"
1999,BMW,Z3,4,2793,278
1999,DODGE,DAKOT,4,3919,271
1999,MERCE,S,6,3198,304
1999,MERCE,S,8,4198,336
1999,PORSC,911,,3395,312
1999,SAAB,9-5,4,2296,"263,5"
2000,AUDI,A8,8,4182,308
2000,CHEVR,EXPRE,6,5740,"268,25925480769"
2000,CHEVR,VENTU,4,3395,281
2000,DAEWO,LEGAN,4,2197,"261,5"
2000,FORD,RANGE,4,2509,"323,25"
2000,GMC,SAVAN,6,5740,"339,963165075034"
2000,MERCE,,8,4966,"290,489559164733"
2000,NISSA,MAXIM,4,2985,259
2000,TOYOT,ECHO,8,1492,176
2001,GMC,SIERR,4,4805,"344,614185110664"
2001,JAGUA,XK8,8,4001,306
2001,TOYOT,ECHO,,1492,"172,5"
2001,TOYOT,MR2,4,1787,"200,939351075722"
2002,CHRYS,PTCRU,4,2400,"263,5"
2002,ISUZU,TROOP,6,3493,"362,5"
2002,LANDR,DEFEN,5,2495,"411,51282051282"
2002,MERCE,E,8,4264,"303,5"
2002,MERCU,COUGA,6,2500,"253,294016216934"
2003,CADIL,CTS,6,3200,283
2003,FORD,F250,8,6806,"306,207013238137"
2003,GMC,SAVAN,8,5330,389
2003,HONDA,ACCOR,,2394,214
2003,HONDA,ELEME,,2394,"259,333333333333"
2003,HONDA,ELEME,4,2400,"259,333333333333"
2003,KIA,RIO,4,1600,"215,5"
2004,BMW,530,6,3000,262
2004,HONDA,ODYSS,6,3500,290
2004,LANDR,FREEL,6,2493,327
2004,MAZDA,6,4,2300,"231,5"
2004,MAZDA,RX8,6,1312,292
2004,SUZUK,XL7,4,2739,"246,778624569046"
2004,TOYOT,TUNDR,6,3378,334
2005,CHEVR,CAVAL,4,2200,"218,5"
2005,FORD,EXCUR,8,6002,"289,560787649652"
2005,JAGUA,XKR,8,4198,324
2005,KIA,SPECT,,2001,"216,5"
2005,MAZDA,6,4,2300,238
2005,PONTI,WAVE,4,,207
2005,SATUR,VUE,4,2200,252
2005,VOLKS,GTI,4,1787,"235,5"
2006,ACURA,3.2TL,6,3200,"232,226015171798"
2006,ACURA,MDX,6,3500,315
2006,ASTON,V8,8,4297,"242,93759204692"
2006,FORD,F150,8,5400,381
2006,FORD,FUSIO,,3001,253
2006,MASER,QUATT,8,4198,412
2006,MAZDA,MPV,3,2968,297
2006,TOYOT,RAV4,6,2361,255
2006,VOLKS,JETTA,4,2000,"225,5"
2006,VOLKS,TOUAR,,4920,386
2007,DODGE,CALIB,4,2000,221
2007,HONDA,CIVIC,,1804,"188,5"
2007,MAZDA,B2300,4,2300,"248,5"
2007,MAZDA,RX8,4,1312,291
2008,BMW,328,3,3001,259
2008,BUICK,ALLUR,3,3805,260
2008,CADIL,SRX,8,4592,"343,5"
2008,DODGE,DURAN,6,3690,339
2008,GMC,SAVAN,6,4297,322
2008,LEXUS,LS,8,5002,262
2008,MAZDA,TRIBU,6,3000,"278,5"
2008,MERCE,E,8,6199,373
2008,TOYOT,XD,4,1804,"199,879485272236"
2008,VOLKS,GTI,4,2000,"225,5"
2009,AUDI,A4,6,3200,267
2009,CHEVR,AVALA,8,6002,343
2009,MITSU,OUTLA,6,3000,271
2009,NISSA,ALTIM,6,3500,"250,5"
2009,SATUR,ASTRA,4,1800,"202,5"
2010,AUDI,Q7,8,4165,361
2010,CHRYS,300,6,3500,"279,5"
2010,DODGE,GRAND,8,3296,"278,5"
2010,HONDA,FIT,,1492,175
2010,HUMME,H3,8,5297,379
2010,HYUND,TUCSO,6,2361,220
2010,JAGUA,XJ,8,4952,"298,622807017544"
2010,MERCE,C,6,2500,261
2010,MITSU,OUTLA,6,2378,260
2010,TOYOT,CAMRY,6,3500,239
2010,TOYOT,TACOM,4,4000,"261,333333333333"
2011,ACURA,TSX,6,3509,239
2011,BUICK,ENCLA,4,3608,291
2011,CHEVR,MALIB,6,3600,271
2011,FORD,FUSIO,4,2500,"194,5"
